openalex_id,title,year,source,type,primary_topic,subfield,field,domain,doi,cited_by_count,num_referenced_works
W2331231168,Determination of Paraquat in Marijuana by Reversed-Phase Paired-Ion High Performance Liquid Chromatography,1979,Journal of Chromatographic Science,article,Paraquat toxicity studies and treatments,Surgery,Medicine,Health Sciences,https://doi.org/10.1093/chromsci/17.2.87,36,0
W2020764593,Intelligibility of Speech in a Virtual 3-D Environment,2002,Human Factors The Journal of the Human Factors and Ergonomics Society,article,Hearing Loss and Rehabilitation,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1518/0018720024497934,19,25
W1634447209,Design of virtual three-dimensional instruments for sound control,1998,,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,,36,78
W1824194814,Leaving the screen New perspectives in audio-only gaming,2005,,article,Multimedia Communication and Technology,Sociology and Political Science,Social Sciences,Social Sciences,,43,10
W1517776996,Chapter 17 Sound maps: Music and sound in cybercartography,2005,Modern cartography,book-chapter,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1016/s1363-0814(05)80020-6,34,32
W88117868,Some Perspectives on Performed Sound and Music in Virtual Environments,1997,PRESENCE Virtual and Augmented Reality,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1162/pres.1997.6.4.482,30,54
W2144487539,EEG analysis in a telemedical virtual world,1999,Future Generation Computer Systems,article,Augmented Reality Applications,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1016/s0167-739x(98)00068-5,28,22
W2415485794,Measurement of glutathione requiring enzymes involved in arachidonic acid cascade of rat basophilic leukemia cells.,1984,PubMed,article,Glutathione Transferases and Polymorphisms,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,,6,0
W2341369563,PARAMETER MAPPING SONIC ARTICULATION AND THE PERCEIVING BODY,2010,,article,Multisensory perception and integration,Experimental and Cognitive Psychology,Psychology,Social Sciences,,16,35
W282047426,Measuring Spatial Perception with Spatial Updating and Action,2008,Psychology Press eBooks,book-chapter,Visual perception and processing mechanisms,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.4324/9780203809891-6,108,1
W2070251253,Open Touch/Sound Maps: A system to convey street data through haptic and auditory feedback,2013,Computers & Geosciences,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1016/j.cageo.2013.03.005,39,37
W4388976519,Enhancing Art Gallery Visitors' Experiences through Audio Augmented Reality Technology,2023,Proceedings of the Human Factors and Ergonomics Society Annual Meeting,article,Augmented Reality Applications,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1177/21695067231192706,5,18
W1544294876,Identifying where you are in a room: Sensitivity to room acoustics,2003,,article,Hearing Loss and Rehabilitation,Cognitive Neuroscience,Neuroscience,Life Sciences,,15,13
W2110831359,An agenda for research and development of multimodal graphs,2005,,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,,24,26
W2395176884,Harnessing the Intelligence of Physarum Polycephalum for Unconventional Computing-Aided Musical Composition.,2014,,article,Slime Mold and Myxomycetes Research,Biomedical Engineering,Engineering,Physical Sciences,,13,18
W3021254173,Auditory Interfaces,2008,Elsevier eBooks,book-chapter,Personal Information Management and User Behavior,Information Systems and Management,Decision Sciences,Social Sciences,https://doi.org/10.1016/b978-0-12-374017-5.00005-5,10,98
W2153692424,"Menu Navigation With In-Vehicle Technologies: Auditory Menu Cues Improve Dual Task Performance, Preference, and Workload",2014,International Journal of Human-Computer Interaction,article,Human-Automation Interaction and Safety,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1080/10447318.2014.925774,56,76
W2080482358,The pattern of sarcomere lengths through the left ventricular free wall: differences between open and closed-chest rats,1983,Basic Research in Cardiology,article,Cardiovascular Function and Risk Factors,Cardiology and Cardiovascular Medicine,Medicine,Health Sciences,https://doi.org/10.1007/bf01906466,6,23
W2009800449,On-line Size Exclusion Chromatography and Multiangle Laser Light Scattering of High-Molecular-Weight Rigid Polysaccharides,1995,International Journal of Polymer Analysis and Characterization,article,Polysaccharides and Plant Cell Walls,Plant Science,Agricultural and Biological Sciences,Life Sciences,https://doi.org/10.1080/10236669508233891,16,21
W163371625,Cell-mediated immune response to Babesia equi-transformed lymphoblastoid cells in vitro.,1983,PubMed,article,Vector-borne infectious diseases,Parasitology,Immunology and Microbiology,Life Sciences,,6,15
W2983513535,Basic Concepts in Wearable Computers and Augmented Reality,2001,,book-chapter,Augmented Reality Applications,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1201/9780585383590-6,49,1
W2748376870,A Model of Nature Soundscape for Calm Information Display,2017,Interacting with Computers,article,Noise Effects and Management,Speech and Hearing,Health Professions,Health Sciences,https://doi.org/10.1093/iwc/iwx007,6,45
W2890913619,Siamese Style Convolutional Neural Networks for Sound Search by Vocal Imitation,2018,IEEE/ACM Transactions on Audio Speech and Language Processing,article,Music and Audio Processing,Signal Processing,Computer Science,Physical Sciences,https://doi.org/10.1109/taslp.2018.2868428,42,55
W1994184859,Use of Ultrasonic Energy in the Enzymatic Treatment of Cotton Fabric,1998,Industrial & Engineering Chemistry Research,article,Dyeing and Modifying Textile Fibers,Building and Construction,Engineering,Physical Sciences,https://doi.org/10.1021/ie980274j,36,5
W2171321644,PROVIDING A SIZE-INDEPENDENT OVERVIEW OF NON-VISUAL TABLES,2006,,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,,24,15
W3191904179,New Water and Air Pollution Sensors Added to the Sonic Kayak Citizen Science System for Low Cost Environmental Mapping,2021,Journal of Open Hardware,article,Water Quality Monitoring Technologies,Water Science and Technology,Environmental Science,Physical Sciences,https://doi.org/10.5334/joh.35,6,26
W41886624,STRATEGIES FOR SONIC INTERACTION DESIGN: FROM CONTEXT TO BASIC DESIGN,2008,,article,Innovative Human-Technology Interaction,Human-Computer Interaction,Computer Science,Physical Sciences,,12,16
W2582355921,A graph-based system for the dynamic generation of soundscapes,2009,,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,,12,26
W1608519465,Sound for the exploration of space physics data,2013,,dissertation,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,,28,0
W3004102077,Brain Art,2019,,book,Creativity in Education and Neuroscience,Experimental and Cognitive Psychology,Psychology,Social Sciences,https://doi.org/10.1007/978-3-030-14323-7,24,21
W2148654144,Training effect of a virtual auditory game on sound localization ability of the visually impaired,2005,,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,,20,4
W2020464594,Estimation of interaural level difference based on anthropometry and its effect on sound localization,2007,The Journal of the Acoustical Society of America,article,Hearing Loss and Rehabilitation,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1121/1.2785039,27,29
W137368209,Thermolysin- and Chymotrypsin-Catalysed Peptide Synthesis in the Presence of Salt Hydrates,1992,Progress in biotechnology,book-chapter,Chemical Synthesis and Analysis,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,https://doi.org/10.1016/b978-0-444-89046-7.50075-8,20,2
W2594917419,Software Design for Low-Latency Visuo-Auditory Sensory Substitution on Mobile Devices,2017,Computer and Information Science,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.5539/cis.v10n2p1,3,22
W204005500,Spatial audio teleconferencing - which way is better,1997,,article,Speech and Audio Processing,Signal Processing,Computer Science,Physical Sciences,,12,11
W2074439470,Multimodal monitoring of Web servers,2002,IEEE Multimedia,article,Speech and dialogue systems,Artificial Intelligence,Computer Science,Physical Sciences,https://doi.org/10.1109/mmul.2002.1022857,17,12
W1510634195,The SuperCollider Book,2011,,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,,65,0
W2185997958,Creating Meaningful Melodies from Text Messages,2010,,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.5072/zenodo.208341,5,18
W1976714163,Manometric determination of biological degradability of substances poorly soluble in aqueous environments,1997,International Biodeterioration & Biodegradation,article,Analytical Chemistry and Sensors,Bioengineering,Chemical Engineering,Physical Sciences,https://doi.org/10.1016/s0964-8305(97)00033-4,27,10
W1563666739,Design of Virtual 3D Instruments for Musical Interaction,1999,,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.20380/gi1999.11,17,7
W2014224395,The use of vocal signals in the social play of barbary macaques,2002,Primates,article,Primate Behavior and Ecology,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1007/bf02629572,36,49
W2008691804,Detection of temporal lobe seizures and identification of lateralisation from audified EEG,2012,Clinical Neurophysiology,article,EEG and Brain-Computer Interfaces,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1016/j.clinph.2012.02.073,29,24
W2163827236,Monitoring the Anesthetized Patient: An Analysis of Confusions in Vital Sign Reports,2003,Proceedings of the Human Factors and Ergonomics Society Annual Meeting,article,Healthcare Technology and Patient Monitoring,Surgery,Medicine,Health Sciences,https://doi.org/10.1177/154193120304701243,3,8
W4400842024,Game accessibility for visually impaired people: a review,2024,Soft Computing,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1007/s00500-024-09827-4,17,54
W2177328977,Arts and Brain-Computer Interfaces (BCIs),2015,Brain-Computer Interfaces,article,EEG and Brain-Computer Interfaces,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1080/2326263x.2015.1100514,15,9
W2560429335,3Mo: A Model for Music-Based Biofeedback,2016,Frontiers in Neuroscience,article,Neuroscience and Music Perception,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.3389/fnins.2016.00548,39,98
W2402349478,Exploring Sound-Motion Similarity in Musical Experience,2016,Journal of New Music Research,article,Neuroscience and Music Perception,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1080/09298215.2016.1184689,35,45
W4247751977,ACUTE TOXICITY OF SOME BLUEGREEN ALGAE TO THE PROTOZOAN PARAMECIUM CAUDATUM1,1978,Journal of Phycology,article,Biocrusts and Microbial Ecology,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,https://doi.org/10.1111/j.0022-3646.1978.00114.x,2,6
W1534904646,The Psychology of Music in Multimedia,2013,,book,Neuroscience and Music Perception,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1093/acprof:oso/9780199608157.001.0001,50,0
W2019951786,Optical Absorption of Poly(thienylene vinylene)-Conjugated Polymers: Experiment and First Principle Theory,2008,The Journal of Physical Chemistry C,article,Organic Electronics and Photovoltaics,Electrical and Electronic Engineering,Engineering,Physical Sciences,https://doi.org/10.1021/jp711772z,36,34
W2004790668,The Effects of Ecological Auditory Feedback on Rhythmic Walking Interaction,2015,IEEE Multimedia,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1109/mmul.2015.17,15,20
W4396938863,Exploring Different Types of Music Cues for Arm Movements in Adults with Parkinson’s,2024,Music Therapy Perspectives,article,Parkinson's Disease Mechanisms and Treatments,Neurology,Medicine,Health Sciences,https://doi.org/10.1093/mtp/miae008,2,51
W1992476469,Sound science,2005,ACM Transactions on Applied Perception,article,Hearing Loss and Rehabilitation,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1145/1101530.1101531,9,16
W2312649146,Observations on the effect of X-ray alone and in combination with ultrasound on human chromosomes,1981,Human Genetics,article,Carcinogens and Genotoxicity Assessment,Cancer Research,"Biochemistry, Genetics and Molecular Biology",Life Sciences,https://doi.org/10.1007/bf00278939,10,20
W3156830625,The Quenching and Sonication Effect on the Mechanical Strength of Silver Nanowires Synthesized Using the Polyol Method,2021,Molecules,article,Advanced Sensor and Energy Harvesting Materials,Biomedical Engineering,Engineering,Physical Sciences,https://doi.org/10.3390/molecules26082167,6,50
W2074017132,Ultrasonic dispersion of soil in water - the effect of suspension properties on energy dissipation and soil dispersion,1994,Soil Research,article,Soil Moisture and Remote Sensing,Environmental Engineering,Environmental Science,Physical Sciences,https://doi.org/10.1071/sr9941157,47,0
W1572026353,Brain-Computer Interfaces for Communication in Paralysis: A Clinical Experimental Approach,2007,The MIT Press eBooks,book-chapter,EEG and Brain-Computer Interfaces,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.7551/mitpress/7493.003.0006,9,0
W2996676559,<i>Points Further North</i>: An acoustemological cartography of non-place,2019,Journal of New Music Research,article,Sound Studies and Aurality,Experimental and Cognitive Psychology,Psychology,Social Sciences,https://doi.org/10.1080/09298215.2019.1704020,2,17
W4200289831,Audible universe,2021,Nature Astronomy,article,History and Developments in Astronomy,Astronomy and Astrophysics,Physics and Astronomy,Physical Sciences,https://doi.org/10.1038/s41550-021-01582-y,13,6
W2049321451,The Sensorium: A Multimodal Neurofeedback Environment,2010,Advances in Human-Computer Interaction,article,EEG and Brain-Computer Interfaces,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1155/2011/724204,28,27
W2160628783,AUDITORY AUGMENTATION OF HAPTIC GRAPHS: DEVELOPING A GRAPHIC TOOL FOR TEACHING PRECALCULUS SKILL TO BLIND STUDENTS,2005,,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,,27,8
W3155255464,Composing by Laypeople: A Broader Perspective Provided by Arithmetic Operation Grammar,2020,Computer Music Journal,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1162/comj_a_00550,4,26
W2518542036,Investigating concurrent auditory icon recognition,2006,,article,Multisensory perception and integration,Experimental and Cognitive Psychology,Psychology,Social Sciences,,10,26
W1795201837,The Acoustic Ecology of the First-Person Shooter: The Player Experience of Sound in the First-Person Shooter Computer Game,2008,,book,Digital Games and Media,Sociology and Political Science,Social Sciences,Social Sciences,,27,0
W2051647723,Bioassay of Crude Extracts for the Factor that Prevents Second Matings in Female Musca domestica,1968,Annals of the Entomological Society of America,article,Insect Resistance and Genetics,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,https://doi.org/10.1093/aesa/61.1.112,30,0
W4281564877,Humor That Harms? Examining Racist Audio-Visual Memetic Media on TikTok During Covid-19,2022,Media and Communication,article,Humor Studies and Applications,Social Psychology,Psychology,Social Sciences,https://doi.org/10.17645/mac.v10i2.5154,45,49
W169883241,AN INDEPENDENT DECLARATIVE 3D AUDIO FORMAT ON THE BASIS OF XML,2003,,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,,10,2
W2067171842,Rod outer segment phosphodiesterase: Factors affecting the hydrolysis of cyclic-AMP and cyclic-GMP,1974,Experimental Eye Research,article,Phosphodiesterase function and regulation,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,https://doi.org/10.1016/0014-4835(74)90057-8,36,14
W4394807578,Modifying an Organic Chemistry Esterification Teaching Lab to Be Accessible to Blind and Visually Impaired (BVI) Students,2024,Journal of Chemical Education,article,Various Chemistry Research Topics,Physical and Theoretical Chemistry,Chemistry,Physical Sciences,https://doi.org/10.1021/acs.jchemed.3c01081,5,13
W4056024,Augmented intelligibility in simultaneous multi-talker environments,2003,International Conference on Auditory Display,article,Hearing Loss and Rehabilitation,Cognitive Neuroscience,Neuroscience,Life Sciences,,10,17
W3040305223,Lubrication mechanisms of hexagonal boron nitride nano-additives water-based lubricant for steel–steel contact,2020,Proceedings of the Institution of Mechanical Engineers Part J Journal of Engineering Tribology,article,Lubricants and Their Additives,Mechanical Engineering,Engineering,Physical Sciences,https://doi.org/10.1177/1350650120940173,40,29
W4409689098,Phytochemical profiling of Tagetes erecta L. flowers at various blooming stages through optimized extraction of bioactive compounds for the development of functional juice,2025,Frontiers in Sustainable Food Systems,article,Phytochemistry and Biological Activities,Plant Science,Agricultural and Biological Sciences,Life Sciences,https://doi.org/10.3389/fsufs.2025.1474848,3,80
W4406410889,Hidden Music,2025,Cambridge University Press eBooks,book,Neuroscience and Music Perception,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1017/9781009258555,7,48
W2071472967,"Enterobacterial Common Antigen: Isolation from Shigella sonnei, Purification and Immunochemical Characterization",1978,European Journal of Biochemistry,article,Escherichia coli research studies,Endocrinology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,https://doi.org/10.1111/j.1432-1033.1978.tb20941.x,38,30
W2132794967,3-D Audio in the Fighter Cockpit Improves Task Performance,2004,International Journal of Aviation Psychology,article,Human-Automation Interaction and Safety,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1207/s15327108ijap1403_2,29,17
W2063681082,A method to account for acoustic microstreaming when predicting bubble growth rates produced by rectified diffusion,1988,The Journal of the Acoustical Society of America,article,Fluid Dynamics and Mixing,Biomedical Engineering,Engineering,Physical Sciences,https://doi.org/10.1121/1.397192,30,0
W2147748530,Auditory Spatial Facilitation of Visual Search Performance: Effect of Cue Precision and Distractor Density,1999,Human Factors The Journal of the Human Factors and Ergonomics Society,article,Multisensory perception and integration,Experimental and Cognitive Psychology,Psychology,Social Sciences,https://doi.org/10.1518/001872099779577354,31,18
W2139060137,Representations and Algorithms for Force-Feedback Display,2013,Proceedings of the IEEE,article,Teleoperation and Haptic Systems,Mechanical Engineering,Engineering,Physical Sciences,https://doi.org/10.1109/jproc.2013.2246131,27,122
W4292544166,The Biological Roots of Music and Dance,2022,Human Nature,article,Primate Behavior and Ecology,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1007/s12110-022-09429-9,16,103
W1500008800,Ecological Interface Design for Anaesthesia Monitoring,2000,AJIS. Australasian journal of information systems/AJIS. Australian journal of information systems/Australian journal of information systems,article,Healthcare Technology and Patient Monitoring,Surgery,Medicine,Health Sciences,https://doi.org/10.3127/ajis.v7i2.268,18,23
W2122080988,Electronic Music for Bio-Molecules Using Short Music Phrases,2007,Leonardo,article,Advanced Text Analysis Techniques,Artificial Intelligence,Computer Science,Physical Sciences,https://doi.org/10.1162/leon.2007.40.2.137,19,11
W2093469430,Definitive Evidence for the Actual Contribution of Yeast in the Transformation of Neutral Precursors of Grape Aromas,2001,Journal of Agricultural and Food Chemistry,article,Fermentation and Sensory Analysis,Food Science,Agricultural and Biological Sciences,Life Sciences,https://doi.org/10.1021/jf010613a,57,25
W2025552030,Technologies and Solutions for Data Display in the Operating Room,2006,Journal of Clinical Monitoring and Computing,article,Augmented Reality Applications,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1007/s10877-006-9017-0,26,80
W2295198380,Supercritical carbon dioxide extraction of Ganoderma lucidum spore lipids,2016,LWT,article,Fungal Biology and Applications,Pharmacology,Medicine,Health Sciences,https://doi.org/10.1016/j.lwt.2016.02.019,42,35
W2141870347,The Three ``R''s: Real Students in Real Time Doing Real Work Learning Calculus,2007,,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,,6,10
W3202733979,Towards Understanding Sensory Substitution for Accessible Visualization: An Interview Study,2021,IEEE Transactions on Visualization and Computer Graphics,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1109/tvcg.2021.3114829,58,86
W2998802309,Auditory Coding of Reaching Space,2020,Applied Sciences,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.3390/app10020429,5,59
W4409210583,Sensing the Inside Out: An Embodied Perspective on Digital Animation Through Motion Capture and Wearables,2025,Sensors,article,Human Motion and Animation,Control and Systems Engineering,Engineering,Physical Sciences,https://doi.org/10.3390/s25072314,4,93
W4392552353,"Pushed by Sound: Effects of Sound and Movement Direction on Body Perception, Experience Quality, and Exercise Support",2024,ACM Transactions on Computer-Human Interaction,article,Multisensory perception and integration,Experimental and Cognitive Psychology,Psychology,Social Sciences,https://doi.org/10.1145/3648616,15,106
W2159932777,Virtual Workbench: Near-Field Virtual Environment System with Applications,1999,PRESENCE Virtual and Augmented Reality,article,Visual perception and processing mechanisms,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1162/105474699566422,33,36
W2326114782,Audio–Vision Substitution for Blind Individuals: Addressing Human Information Processing Capacity Limitations,2016,IEEE Journal of Selected Topics in Signal Processing,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1109/jstsp.2016.2543678,31,73
W3049510729,"Evaluation of efficiency and capacity of thermal, chemical and ultrasonic regeneration of tetracycline exhausted activated carbon",2020,Environmental Technology,article,Pharmaceutical and Antibiotic Environmental Impacts,Pollution,Environmental Science,Physical Sciences,https://doi.org/10.1080/09593330.2020.1811391,41,42
W2117546971,AudioPlusWidgets: Bringing Sound to Software Widgets and Interface Components,2008,,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,,9,22
W4461479,Extending SMIL with 3D audio,2003,,article,Multimedia Communication and Technology,Sociology and Political Science,Social Sciences,Social Sciences,,9,8
W2068951699,Ecological IVIS design: using EID to develop a novel in-vehicle information system,2010,Theoretical Issues in Ergonomics Science,article,Human-Automation Interaction and Safety,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1080/1463922x.2010.505270,27,42
W4291138601,Seeing Through Sounds: Mapping Auditory Dimensions to Data and Charts for People with Visual Impairments,2022,Computer Graphics Forum,article,Multisensory perception and integration,Experimental and Cognitive Psychology,Psychology,Social Sciences,https://doi.org/10.1111/cgf.14523,29,46
W1496790334,A three-dimensional virtual simulator for aircraft flyover presentation,2003,,article,Noise Effects and Management,Speech and Hearing,Health Professions,Health Sciences,,9,9
W2803455593,Analysing Time Series Data,2007,,article,Time Series Analysis and Forecasting,Signal Processing,Computer Science,Physical Sciences,,4,0
W64581267,Unsupervised learning in a generalized regression framework,2000,PUB – Publications at Bielefeld University (Bielefeld University),dissertation,Neural Networks and Applications,Artificial Intelligence,Computer Science,Physical Sciences,,12,8
W81867417,THE EFFECT OF AUDITORY RENDERING ON PERCEIVED MOVEMENT: LOUDSPEAKER DENSITY AND HRTF,2001,,article,Speech and Audio Processing,Signal Processing,Computer Science,Physical Sciences,,9,6
W2080790827,Dapsone Inhibits the Generation of 5-Lipoxygenase Products in Human Polymorphonuclear Leukocytes,2009,Skin Pharmacology,article,Sphingolipid Metabolism and Signaling,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,https://doi.org/10.1159/000211346,42,0
W2009011193,Acute Effects of Reducing Vertical Displacement and Step Frequency on Running Economy,2011,The Journal of Strength and Conditioning Research,article,Sports Performance and Training,Orthopedics and Sports Medicine,Medicine,Health Sciences,https://doi.org/10.1519/jsc.0b013e318239f87f,45,17
W1969628092,Facile Synthesis and Ring‐Opening Cross Metathesis of Carbo‐ and Heterocyclic Bicyclo[3.2.1]oct‐6‐en‐3‐ones Using Gaseous Olefinic Reaction Partners,2006,Advanced Synthesis & Catalysis,article,Synthetic Organic Chemistry Methods,Organic Chemistry,Chemistry,Physical Sciences,https://doi.org/10.1002/adsc.200505375,20,42
W2066083843,Representing Colour Through Hearing and Touch in Sensory Substitution Devices,2013,Multisensory Research,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1163/22134808-00002434,32,95
W2333113313,Separation of Granule Subpopulations in Human Polymorphonuclear Leukocytes,1990,Biological Chemistry Hoppe-Seyler,article,Cell Adhesion Molecules Research,Immunology and Allergy,Medicine,Health Sciences,https://doi.org/10.1515/bchm3.1990.371.2.611,20,6
W2999027282,Modeling of Individual HRTFs Based on Spatial Principal Component Analysis,2020,IEEE/ACM Transactions on Audio Speech and Language Processing,article,Hearing Loss and Rehabilitation,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1109/taslp.2020.2967539,32,30
W2943924062,Heavy Metal and the Oratorio,2019,EasyChair preprint,preprint,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.29007/lvw6,11,0
W1970028090,Using Sound to Represent Positional Accuracy of Address Locations,2010,The Cartographic Journal,article,Geographic Information Systems Studies,"Geography, Planning and Development",Social Sciences,Social Sciences,https://doi.org/10.1179/000870410x12911302296833,19,21
W1557871352,"Virtual acoustics, aeronautics, and communications.",1998,PubMed,article,Human-Automation Interaction and Safety,Social Psychology,Psychology,Social Sciences,,15,1
W2982457175,A Physical Intelligent Instrument using Recurrent Neural Networks.,2019,Duo Research Archive (University of Oslo),dissertation,Music and Audio Processing,Signal Processing,Computer Science,Physical Sciences,,6,14
W2095554808,The composition of the cell wall of Lactobacillius bifidus var. pennsylvanicus,1965,Archives of Biochemistry and Biophysics,article,Probiotics and Fermented Foods,Food Science,Agricultural and Biological Sciences,Life Sciences,https://doi.org/10.1016/0003-9861(65)90019-6,16,23
W2167548808,JackTrip/SoundWIRE Meets Server Farm,2010,Computer Music Journal,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1162/comj_a_00001,19,13
W2890653163,Programming gate-based hardware quantum computers for music,2018,Muzikologija,article,Quantum Computing Algorithms and Architecture,Artificial Intelligence,Computer Science,Physical Sciences,https://doi.org/10.2298/muz1824021k,3,16
W2242125519,Designing and evaluating healthcare ICT innovation: a cognitive engineering view.,2007,PubMed,article,Healthcare Technology and Patient Monitoring,Surgery,Medicine,Health Sciences,,19,16
W4362672043,Agency in Post-traumatic Stress Disorder: Implications for Therapy,2023,,preprint,Psychotherapy Techniques and Applications,Clinical Psychology,Psychology,Social Sciences,https://doi.org/10.31234/osf.io/j2pwk,17,66
W2588959663,The Use of Bright and Dark Types of Humour is Rooted in the Brain,2017,Scientific Reports,article,Humor Studies and Applications,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1038/srep42967,31,60
W2546675361,Concurrent audio-visual feedback for supporting drivers at intersections: A study using two linked driving simulators,2016,Applied Ergonomics,article,Human-Automation Interaction and Safety,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1016/j.apergo.2016.10.010,37,94
W4210831107,Fostering Social Interaction Through Sound Feedback: Sentire,2022,Organised Sound,article,Embodied and Extended Cognition,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1017/s1355771822000024,4,61
W2188049640,Cross-Modal Correspondences Enhance Performance on a Colour-to-Sound Sensory Substitution Device,2015,Multisensory Research,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1163/22134808-00002519,37,70
W2120994608,"Hearing Things and Dancing Numbers: Embodying Transformation, Topology at Tate Modern",2012,Theory Culture & Society,article,"Art, Technology, and Culture",Visual Arts and Performing Arts,Arts and Humanities,Social Sciences,https://doi.org/10.1177/0263276412450468,2,7
W1967559220,Risk of infection by reprocessed and resterilized virus-contaminated catheters; an in-vitro study,2001,European Heart Journal,article,Medical Device Sterilization and Disinfection,Microbiology,Immunology and Microbiology,Life Sciences,https://doi.org/10.1053/euhj.2000.2370,31,30
W4396619451,Parallel Chords: an audio-visual analytics design for parallel coordinates,2024,Personal and Ubiquitous Computing,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1007/s00779-024-01795-8,2,83
W2114683697,USING SOUND TO REPRESENT UNCERTAINTY IN FUTURE CLIMATE PROJECTIONS FOR THE UNITED KINGDOM,2011,,article,Noise Effects and Management,Speech and Hearing,Health Professions,Health Sciences,,8,12
