node_id,label,kind,in_corpus,modularity_class,year,cited_by_within_corpus,references_made,primary_topic,source,type,subfield,field,domain,doi
W2149658184,Tailoring reveals information requirements: the case of anaesthesia alarms,publication,True,19,2004.0,11,30,Healthcare Technology and Patient Monitoring,Interacting with Computers,article,Surgery,Medicine,Health Sciences,https://doi.org/10.1016/j.intcom.2003.12.002
W2153288052,W2153288052,reference_only,False,19,,4,0,,,,,,,
W2154033160,Tactical audio and acoustic rendering in biomedical applications,publication,True,0,1999.0,9,32,Tactile and Sensory Interactions,IEEE Transactions on Information Technology in Biomedicine,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1109/4233.767086
W2155360405,W2155360405,reference_only,False,0,,3,0,,,,,,,
W2170699275,W2170699275,reference_only,False,31,,2,0,,,,,,,
W2188171783,Using sonification for teaching acoustics and audio,publication,True,31,2006.0,2,10,Hearing Loss and Rehabilitation,,article,Cognitive Neuroscience,Neuroscience,Life Sciences,
W2203289057,Perceptualization of Biomedical Data,publication,True,0,2003.0,2,0,Tactile and Sensory Interactions,,book-chapter,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1002/0471216690.ch7
W2264164388,"Multimodal displays for anaesthesia sonification: timesharing, workload, and expertise",publication,True,19,2002.0,5,5,Healthcare Technology and Patient Monitoring,,article,Surgery,Medicine,Health Sciences,
W2292300730,W2292300730,reference_only,False,35,,10,0,,,,,,,
W2304903802,"Probing Preferences between Six Designs of Interactive Sonifications for Recreational Sports, Health and Fitness",publication,True,35,2010.0,8,4,Tactile and Sensory Interactions,,article,Cognitive Neuroscience,Neuroscience,Life Sciences,
W2310208368,W2310208368,reference_only,False,1,,2,0,,,,,,,
W2317919972,W2317919972,reference_only,False,31,,4,0,,,,,,,
W2338290034,W2338290034,reference_only,False,35,,12,0,,,,,,,
W2396671154,W2396671154,reference_only,False,0,,6,0,,,,,,,
W2492014371,W2492014371,reference_only,False,26,,3,0,,,,,,,
W2515848195,W2515848195,reference_only,False,5,,2,0,,,,,,,
W2517375961,W2517375961,reference_only,False,0,,2,0,,,,,,,
W2521024927,W2521024927,reference_only,False,0,,5,0,,,,,,,
W2529751265,Who's sonifying data and how are they doing it? A comparison of ICAD and other venues since 2009,publication,True,0,2012.0,3,6,Music and Audio Processing,,article,Signal Processing,Computer Science,Physical Sciences,
W2530638482,Listen to the boat motion: acoustic information for elite rowers,publication,True,35,2010.0,9,13,Neuroscience and Music Perception,,article,Cognitive Neuroscience,Neuroscience,Life Sciences,
W2541561720,W2541561720,reference_only,False,19,,4,0,,,,,,,
W2543680447,W2543680447,reference_only,False,1,,6,0,,,,,,,
W2586400180,The Search for the “Killer Application”: Drawing the Boundaries around the Sonification of Scientific Data,publication,True,6,2011.0,10,0,Music Technology and Sound Studies,Oxford University Press eBooks,book,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1093/oxfordhb/9780195388947.013.0064
W2588247704,W2588247704,reference_only,False,35,,4,0,,,,,,,
W2601346836,W2601346836,reference_only,False,1,,8,0,,,,,,,
W2615482071,W2615482071,reference_only,False,0,,4,0,,,,,,,
W2625150345,W2625150345,reference_only,False,0,,4,0,,,,,,,
W2744890882,W2744890882,reference_only,False,0,,2,0,,,,,,,
W2745662615,W2745662615,reference_only,False,5,,3,0,,,,,,,
W2756207886,Scalable earcons: Bridging the gap between intermittent and continuous auditory displays,publication,True,19,2006.0,10,10,Healthcare Technology and Patient Monitoring,,article,Surgery,Medicine,Health Sciences,
W2793652066,Real-Time Sonification of Physiological Data in an Artistic Performance Context,publication,True,3,2008.0,4,5,Music Technology and Sound Studies,,article,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,
W2967626278,W2967626278,reference_only,False,35,,12,0,,,,,,,
W3016333344,W3016333344,reference_only,False,0,,2,0,,,,,,,
W3118386952,Interactive sonification in two domains: helicopter flight analysis and physiotherapy movement analysis,publication,True,3,2004.0,3,0,Tactile and Sensory Interactions,,article,Cognitive Neuroscience,Neuroscience,Life Sciences,
W3140504487,W3140504487,reference_only,False,0,,4,0,,,,,,,
W3161651943,C. Elegans Meets Data Sonification: Can We Hear Its Elegant Movement?,publication,True,0,2011.0,2,11,Innovative Human-Technology Interaction,,article,Human-Computer Interaction,Computer Science,Physical Sciences,https://doi.org/10.5281/zenodo.849896
W4214921596,W4214921596,reference_only,False,28,,2,0,,,,,,,
W4233780434,Auditory display of knee-joint vibration signals,publication,True,0,2001.0,3,5,Phonocardiography and Auscultation Techniques,The Journal of the Acoustical Society of America,article,Pulmonary and Respiratory Medicine,Medicine,Health Sciences,https://doi.org/10.1121/1.1413995
W4239603325,Magnitude estimation of conceptual data dimensions for use in sonification.,publication,True,1,2002.0,26,0,Tactile and Sensory Interactions,Journal of Experimental Psychology Applied,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1037/1076-898x.8.4.211
W4241041842,Real-Time Perceptual Simulation of Moving Sources: Application to the Leslie Cabinet and 3D Sound Immersion,publication,True,0,2008.0,2,0,Advanced Vision and Imaging,EURASIP Journal on Audio Speech and Music Processing,article,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1186/1687-4722-2008-849696
W4243606456,W4243606456,reference_only,False,1,,2,0,,,,,,,
W4245341397,Seismometer Sounds,publication,True,6,1961.0,13,0,Seismology and Earthquake Studies,The Journal of the Acoustical Society of America,article,Artificial Intelligence,Computer Science,Physical Sciences,https://doi.org/10.1121/1.1908843
W4245642611,W4245642611,reference_only,False,26,,3,0,,,,,,,
W4246406755,Information of Elementary Multidimensional Auditory Displays,publication,True,15,1954.0,17,0,Tactile and Sensory Interactions,The Journal of the Acoustical Society of America,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1121/1.1907300
W6634110172,W6634110172,reference_only,False,35,,4,0,,,,,,,
W93247917,W93247917,reference_only,False,1,,2,0,,,,,,,
W355720666,W355720666,reference_only,False,1,,5,0,,,,,,,
W2006834822,W2006834822,reference_only,False,26,,6,0,,,,,,,
W2052417512,W2052417512,reference_only,False,5,,6,0,,,,,,,
W2103604870,W2103604870,reference_only,False,1,,33,0,,,,,,,
W2158685692,W2158685692,reference_only,False,1,,10,0,,,,,,,
W2610881169,W2610881169,reference_only,False,1,,6,0,,,,,,,
W2795627916,W2795627916,reference_only,False,1,,2,0,,,,,,,
W3001796748,W3001796748,reference_only,False,1,,2,0,,,,,,,
W6630002413,W6630002413,reference_only,False,14,,23,0,,,,,,,
W6841554303,W6841554303,reference_only,False,1,,2,0,,,,,,,
W1996318081,Sonified Infrared Spectra and Their Interpretation by Blind and Visually Impaired Students,publication,True,14,2013.0,3,4,Water Quality Monitoring Technologies,Journal of Chemical Education,article,Water Science and Technology,Environmental Science,Physical Sciences,https://doi.org/10.1021/ed4000124
W2010675647,W2010675647,reference_only,False,14,,16,0,,,,,,,
W2069176141,W2069176141,reference_only,False,14,,14,0,,,,,,,
W2108893166,Sonification Sandbox Reconstruction: Software Standard for Auditory Graphs,publication,True,1,2007.0,11,7,Tactile and Sensory Interactions,,article,Cognitive Neuroscience,Neuroscience,Life Sciences,
W2096042773,Auditory Displays for In-Vehicle Technologies,publication,True,1,2011.0,15,138,Human-Automation Interaction and Safety,Reviews of Human Factors and Ergonomics,article,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1177/1557234x11410396
W26470988,Patterns in auditory menu design,publication,True,1,2006.0,2,14,Interactive and Immersive Displays,,article,Human-Computer Interaction,Computer Science,Physical Sciences,
W74490384,W74490384,reference_only,False,1,,6,0,,,,,,,
W116278252,W116278252,reference_only,False,1,,8,0,,,,,,,
W189172639,W189172639,reference_only,False,8,,2,0,,,,,,,
W283958787,Human Factors Military Lexicon: Auditory Displays,publication,True,8,2001.0,2,0,Human-Automation Interaction and Safety,,report,Social Psychology,Psychology,Social Sciences,https://doi.org/10.21236/ada395942
W583938501,W583938501,reference_only,False,3,,2,0,,,,,,,
W601685510,W601685510,reference_only,False,1,,2,0,,,,,,,
W1483328210,W1483328210,reference_only,False,1,,2,0,,,,,,,
W1516357717,W1516357717,reference_only,False,1,,6,0,,,,,,,
W1518764645,W1518764645,reference_only,False,1,,2,0,,,,,,,
W1578046146,W1578046146,reference_only,False,1,,2,0,,,,,,,
W1578832487,W1578832487,reference_only,False,28,,2,0,,,,,,,
W1586624296,W1586624296,reference_only,False,1,,34,0,,,,,,,
W1595149313,W1595149313,reference_only,False,8,,3,0,,,,,,,
W1606213113,W1606213113,reference_only,False,1,,5,0,,,,,,,
W1725850472,W1725850472,reference_only,False,1,,3,0,,,,,,,
W1968173581,W1968173581,reference_only,False,28,,3,0,,,,,,,
W1969245477,W1969245477,reference_only,False,1,,5,0,,,,,,,
W1970389094,W1970389094,reference_only,False,1,,4,0,,,,,,,
W1976276659,W1976276659,reference_only,False,1,,2,0,,,,,,,
W1976878132,W1976878132,reference_only,False,1,,4,0,,,,,,,
W1978270319,Designing Trend-Monitoring Sounds for Helicopters: Methodological Issues and an Application.,publication,True,1,2004.0,6,21,Safety Warnings and Signage,Journal of Experimental Psychology Applied,article,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1037/1076-898x.10.4.203
W1978777514,W1978777514,reference_only,False,19,,3,0,,,,,,,
W1979556480,W1979556480,reference_only,False,1,,3,0,,,,,,,
W1980459899,W1980459899,reference_only,False,8,,4,0,,,,,,,
W1980514696,A Laboratory Evaluation of an Auditory Display Designed to Enhance Intraoperative Monitoring,publication,True,19,2002.0,25,15,Healthcare Technology and Patient Monitoring,Anesthesia & Analgesia,article,Surgery,Medicine,Health Sciences,https://doi.org/10.1097/00000539-200202000-00025
W1983952825,W1983952825,reference_only,False,1,,7,0,,,,,,,
W1984650836,W1984650836,reference_only,False,0,,2,0,,,,,,,
W1984873438,W1984873438,reference_only,False,1,,5,0,,,,,,,
W1985609359,W1985609359,reference_only,False,28,,3,0,,,,,,,
W1987358053,W1987358053,reference_only,False,1,,4,0,,,,,,,
W1989016101,W1989016101,reference_only,False,1,,82,0,,,,,,,
W1989805652,W1989805652,reference_only,False,28,,2,0,,,,,,,
W1994345166,Auditory Alarms: From Alerting to Informing,publication,True,19,2000.0,9,6,Healthcare Technology and Patient Monitoring,Proceedings of the Human Factors and Ergonomics Society Annual Meeting,article,Surgery,Medicine,Health Sciences,https://doi.org/10.1177/154193120004400160
W1997359031,W1997359031,reference_only,False,1,,2,0,,,,,,,
W2001987823,W2001987823,reference_only,False,1,,8,0,,,,,,,
W2007180964,W2007180964,reference_only,False,1,,20,0,,,,,,,
W2007798022,W2007798022,reference_only,False,1,,12,0,,,,,,,
W2007894891,W2007894891,reference_only,False,8,,32,0,,,,,,,
W2011136722,W2011136722,reference_only,False,1,,9,0,,,,,,,
W2014637397,W2014637397,reference_only,False,1,,2,0,,,,,,,
W2015551430,W2015551430,reference_only,False,1,,2,0,,,,,,,
W2023108246,W2023108246,reference_only,False,1,,16,0,,,,,,,
W2029418069,W2029418069,reference_only,False,1,,12,0,,,,,,,
W2030393551,W2030393551,reference_only,False,1,,4,0,,,,,,,
W2035070559,W2035070559,reference_only,False,1,,3,0,,,,,,,
W2037268004,W2037268004,reference_only,False,1,,2,0,,,,,,,
W2040361537,W2040361537,reference_only,False,1,,2,0,,,,,,,
W2042400458,W2042400458,reference_only,False,1,,12,0,,,,,,,
W2043143027,W2043143027,reference_only,False,19,,34,0,,,,,,,
W2045506010,W2045506010,reference_only,False,1,,4,0,,,,,,,
W2049059635,W2049059635,reference_only,False,1,,4,0,,,,,,,
W2049485428,W2049485428,reference_only,False,1,,13,0,,,,,,,
W2057233721,W2057233721,reference_only,False,1,,5,0,,,,,,,
W2057978450,"Navigation Performance With a Virtual Auditory Display: Effects of Beacon Sound, Capture Radius, and Practice",publication,True,8,2006.0,24,29,Tactile and Sensory Interactions,Human Factors The Journal of the Human Factors and Ergonomics Society,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1518/001872006777724507
W2058597075,W2058597075,reference_only,False,19,,2,0,,,,,,,
W2060692276,W2060692276,reference_only,False,1,,2,0,,,,,,,
W2061023211,Mapping Candidate Within-Vehicle Auditory Displays to Their Referents,publication,True,1,2007.0,9,13,Human-Automation Interaction and Safety,Human Factors The Journal of the Human Factors and Ergonomics Society,article,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1518/001872007x200067
W2062273234,W2062273234,reference_only,False,1,,14,0,,,,,,,
W2062438385,W2062438385,reference_only,False,1,,3,0,,,,,,,
W2068084117,W2068084117,reference_only,False,19,,9,0,,,,,,,
W2070176305,A New Class of Auditory Warning Signals for Complex Systems: Auditory Icons,publication,True,28,1999.0,11,15,Safety Warnings and Signage,Human Factors The Journal of the Human Factors and Ergonomics Society,article,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1518/001872099779656734
W2073825623,W2073825623,reference_only,False,1,,2,0,,,,,,,
W2079140510,W2079140510,reference_only,False,1,,3,0,,,,,,,
W2080303533,W2080303533,reference_only,False,1,,2,0,,,,,,,
W2083974562,W2083974562,reference_only,False,1,,4,0,,,,,,,
W2092021606,W2092021606,reference_only,False,1,,5,0,,,,,,,
W2094065989,W2094065989,reference_only,False,19,,9,0,,,,,,,
W2094136133,W2094136133,reference_only,False,28,,8,0,,,,,,,
W2096542002,W2096542002,reference_only,False,1,,2,0,,,,,,,
W2098619666,Effects of auditory context cues and training on performance of a point estimation sonification task,publication,True,1,2005.0,15,63,Tactile and Sensory Interactions,Applied Cognitive Psychology,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1002/acp.1146
W2099252350,W2099252350,reference_only,False,1,,11,0,,,,,,,
W2100500994,W2100500994,reference_only,False,19,,4,0,,,,,,,
W2102757824,W2102757824,reference_only,False,1,,6,0,,,,,,,
W2103869314,W2103869314,reference_only,False,1,,9,0,,,,,,,
W2105055172,Data sonification from the desktop,publication,True,1,2005.0,18,11,Data Visualization and Analytics,ACM Transactions on Applied Perception,article,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1145/1101530.1101544
W2106042522,W2106042522,reference_only,False,1,,13,0,,,,,,,
W2113235547,The multimodal world of medical monitoring displays,publication,True,19,2006.0,8,53,Healthcare Technology and Patient Monitoring,Applied Ergonomics,article,Surgery,Medicine,Health Sciences,https://doi.org/10.1016/j.apergo.2006.04.022
W2114181294,W2114181294,reference_only,False,1,,6,0,,,,,,,
W2115304010,W2115304010,reference_only,False,28,,3,0,,,,,,,
W2115663493,W2115663493,reference_only,False,1,,4,0,,,,,,,
W2118489710,"THIRTEEN YEARS OF REFLECTION ON AUDITORY GRAPHING: PROMISES, PITFALLS, AND POTENTIAL NEW DIRECTIONS",publication,True,1,2005.0,31,8,Data Visualization and Analytics,Lincoln (University of Nebraska),article,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,
W2119374926,W2119374926,reference_only,False,28,,4,0,,,,,,,
W2127210296,W2127210296,reference_only,False,1,,7,0,,,,,,,
W2128217987,W2128217987,reference_only,False,1,,3,0,,,,,,,
W2129111495,W2129111495,reference_only,False,28,,6,0,,,,,,,
W2131657873,W2131657873,reference_only,False,5,,49,0,,,,,,,
W2134632849,SPEARCONS: SPEECH-BASED EARCONS IMPROVE NAVIGATION PERFORMANCE IN AUDITORY MENUS,publication,True,1,2006.0,21,10,Tactile and Sensory Interactions,,article,Cognitive Neuroscience,Neuroscience,Life Sciences,
W2135868439,Auditory Displays as Occasion Setters,publication,True,1,2010.0,3,22,Human-Automation Interaction and Safety,Human Factors The Journal of the Human Factors and Ergonomics Society,article,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1177/0018720810366861
